"";"Combustivel";"Model";"Region";"ModelCode";"mad";"MCS_pValue";"Critical"
"4875";"Gasoline";"M25";"R51";"G_M25_R51";0,01007;0;NA
"4876";"Gasoline";"M26";"R51";"G_M26_R51";0,00677;0,4009;"*"
"4877";"Gasoline";"M27";"R51";"G_M27_R51";0,00701;0,0479;NA
"4878";"Gasoline";"M28";"R51";"G_M28_R51";0,00659;0,585;"*"
"4879";"Gasoline";"VECM";"R52";"G_VECM_R52";0,00834;0,0095;NA
"4880";"Gasoline";"VECM2";"R52";"G_VECM2_R52";0,00766;0,4665;"*"
"4881";"Gasoline";"M1";"R52";"G_M1_R52";0,00788;0,0183;NA
"4882";"Gasoline";"M12";"R52";"G_M12_R52";0,00962;3e-04;NA
"4883";"Gasoline";"M13";"R52";"G_M13_R52";0,00955;0,0013;NA
"4884";"Gasoline";"M14";"R52";"G_M14_R52";0,00951;0,0014;NA
"4885";"Gasoline";"M15";"R52";"G_M15_R52";0,00906;0,0127;NA
"4886";"Gasoline";"M16";"R52";"G_M16_R52";0,00777;0,124;"**"
"4887";"Gasoline";"M17";"R52";"G_M17_R52";0,00774;0,1259;"**"
"4888";"Gasoline";"M18";"R52";"G_M18_R52";0,00713;1;"*"
"4889";"Gasoline";"M21";"R52";"G_M21_R52";0,00755;0,3388;"*"
"4890";"Gasoline";"M22";"R52";"G_M22_R52";0,00948;7e-04;NA
"4891";"Gasoline";"M23";"R52";"G_M23_R52";0,00934;0,0037;NA
"4892";"Gasoline";"M24";"R52";"G_M24_R52";0,00945;0,0017;NA
"4893";"Gasoline";"M25";"R52";"G_M25_R52";0,00901;0,013;NA
"4894";"Gasoline";"M26";"R52";"G_M26_R52";0,00744;0,4861;"*"
"4895";"Gasoline";"M27";"R52";"G_M27_R52";0,00742;0,4861;"*"
"4896";"Gasoline";"M28";"R52";"G_M28_R52";0,0073;0,4861;"*"
"4897";"Gasoline";"VECM";"R53";"G_VECM_R53";0,00808;0,0262;NA
"4898";"Gasoline";"VECM2";"R53";"G_VECM2_R53";0,00795;0,6133;"*"
"4899";"Gasoline";"M1";"R53";"G_M1_R53";0,00802;0,0098;NA
"4900";"Gasoline";"M12";"R53";"G_M12_R53";0,01134;0;NA
"4901";"Gasoline";"M13";"R53";"G_M13_R53";0,01151;0;NA
"4902";"Gasoline";"M14";"R53";"G_M14_R53";0,01095;3e-04;NA
"4903";"Gasoline";"M15";"R53";"G_M15_R53";0,011;0;NA
"4904";"Gasoline";"M16";"R53";"G_M16_R53";0,00746;1;"*"
"4905";"Gasoline";"M17";"R53";"G_M17_R53";0,00803;0,0098;NA
"4906";"Gasoline";"M18";"R53";"G_M18_R53";0,00765;0,6133;"*"
"4907";"Gasoline";"M21";"R53";"G_M21_R53";0,00792;0,0245;NA
"4908";"Gasoline";"M22";"R53";"G_M22_R53";0,01142;0;NA
"4909";"Gasoline";"M23";"R53";"G_M23_R53";0,01136;0;NA
"4910";"Gasoline";"M24";"R53";"G_M24_R53";0,01107;0;NA
"4911";"Gasoline";"M25";"R53";"G_M25_R53";0,01099;0;NA
"4912";"Gasoline";"M26";"R53";"G_M26_R53";0,00758;0,6133;"*"
"4913";"Gasoline";"M27";"R53";"G_M27_R53";0,00781;0,0678;NA
"4914";"Gasoline";"M28";"R53";"G_M28_R53";0,00749;0,6868;"*"
"4915";"Gasoline";"VECM";"R54";"G_VECM_R54";0,01093;0,2022;"*"
"4916";"Gasoline";"VECM2";"R54";"G_VECM2_R54";0,01086;0,2515;"*"
"4917";"Gasoline";"M1";"R54";"G_M1_R54";0,01034;0,035;NA
"4918";"Gasoline";"M12";"R54";"G_M12_R54";0,01246;0,0025;NA
"4919";"Gasoline";"M13";"R54";"G_M13_R54";0,01309;7e-04;NA
"4920";"Gasoline";"M14";"R54";"G_M14_R54";0,0128;6e-04;NA
"4921";"Gasoline";"M15";"R54";"G_M15_R54";0,01279;7e-04;NA
"4922";"Gasoline";"M16";"R54";"G_M16_R54";0,00976;0,6226;"*"
"4923";"Gasoline";"M17";"R54";"G_M17_R54";0,00982;0,6467;"*"
"4924";"Gasoline";"M18";"R54";"G_M18_R54";0,00964;0,7173;"*"
"4925";"Gasoline";"M21";"R54";"G_M21_R54";0,01006;0,2515;"*"
"4926";"Gasoline";"M22";"R54";"G_M22_R54";0,01243;0,0052;NA
"4927";"Gasoline";"M23";"R54";"G_M23_R54";0,01323;6e-04;NA
"4928";"Gasoline";"M24";"R54";"G_M24_R54";0,01288;6e-04;NA
"4929";"Gasoline";"M25";"R54";"G_M25_R54";0,01291;7e-04;NA
"4930";"Gasoline";"M26";"R54";"G_M26_R54";0,00989;0,2515;"*"
"4931";"Gasoline";"M27";"R54";"G_M27_R54";0,00973;0,7173;"*"
"4932";"Gasoline";"M28";"R54";"G_M28_R54";0,00959;1;"*"
"4933";"Gasoline";"VECM";"R55";"G_VECM_R55";0,01086;0,0229;NA
"4934";"Gasoline";"VECM2";"R55";"G_VECM2_R55";0,01091;0,1066;"**"
"4935";"Gasoline";"M1";"R55";"G_M1_R55";0,01059;0,0194;NA
"4936";"Gasoline";"M12";"R55";"G_M12_R55";0,0144;0;NA
"4937";"Gasoline";"M13";"R55";"G_M13_R55";0,01373;1e-04;NA
"4938";"Gasoline";"M14";"R55";"G_M14_R55";0,01522;0;NA
"4939";"Gasoline";"M15";"R55";"G_M15_R55";0,01385;1e-04;NA
"4940";"Gasoline";"M16";"R55";"G_M16_R55";0,01013;0,1236;"**"
"4941";"Gasoline";"M17";"R55";"G_M17_R55";0,01035;0,1236;"**"
"4942";"Gasoline";"M18";"R55";"G_M18_R55";0,00961;1;"*"
"4943";"Gasoline";"M21";"R55";"G_M21_R55";0,01051;0,1236;"**"
"4944";"Gasoline";"M22";"R55";"G_M22_R55";0,014;0;NA
"4945";"Gasoline";"M23";"R55";"G_M23_R55";0,01356;1e-04;NA
"4946";"Gasoline";"M24";"R55";"G_M24_R55";0,01477;0;NA
"4947";"Gasoline";"M25";"R55";"G_M25_R55";0,01367;1e-04;NA
"4948";"Gasoline";"M26";"R55";"G_M26_R55";0,01004;0,204;"*"
"4949";"Gasoline";"M27";"R55";"G_M27_R55";0,00996;0,204;"*"
"4950";"Gasoline";"M28";"R55";"G_M28_R55";0,01008;0,204;"*"
"4951";"Gasoline";"VECM";"R56";"G_VECM_R56";0,00944;0,2874;"*"
"4952";"Gasoline";"VECM2";"R56";"G_VECM2_R56";0,00953;0,2603;"*"
"4953";"Gasoline";"M1";"R56";"G_M1_R56";0,00861;0,2874;"*"
"4954";"Gasoline";"M12";"R56";"G_M12_R56";0,01074;0,0178;NA
"4955";"Gasoline";"M13";"R56";"G_M13_R56";0,01099;0,0025;NA
"4956";"Gasoline";"M14";"R56";"G_M14_R56";0,01062;0,0178;NA
"4957";"Gasoline";"M15";"R56";"G_M15_R56";0,01054;0,0178;NA
"4958";"Gasoline";"M16";"R56";"G_M16_R56";0,009;0,0018;NA
"4959";"Gasoline";"M17";"R56";"G_M17_R56";0,00963;0;NA
"4960";"Gasoline";"M18";"R56";"G_M18_R56";0,00876;0,0084;NA
"4961";"Gasoline";"M21";"R56";"G_M21_R56";0,00867;0,2874;"*"
"4962";"Gasoline";"M22";"R56";"G_M22_R56";0,01078;0,0178;NA
"4963";"Gasoline";"M23";"R56";"G_M23_R56";0,01103;0,0019;NA
"4964";"Gasoline";"M24";"R56";"G_M24_R56";0,01066;0,0178;NA
"4965";"Gasoline";"M25";"R56";"G_M25_R56";0,01065;0,0084;NA
"4966";"Gasoline";"M26";"R56";"G_M26_R56";0,00842;0,7344;"*"
"4967";"Gasoline";"M27";"R56";"G_M27_R56";0,00888;0,0588;NA
"4968";"Gasoline";"M28";"R56";"G_M28_R56";0,00838;1;"*"
"4969";"Gasoline";"VECM";"R57";"G_VECM_R57";0,00846;0,7674;"*"
"4970";"Gasoline";"VECM2";"R57";"G_VECM2_R57";0,00822;1;"*"
"4971";"Gasoline";"M1";"R57";"G_M1_R57";0,00874;0,263;"*"
"4972";"Gasoline";"M12";"R57";"G_M12_R57";0,01094;9e-04;NA
"4973";"Gasoline";"M13";"R57";"G_M13_R57";0,01087;0,0012;NA
"4974";"Gasoline";"M14";"R57";"G_M14_R57";0,01085;9e-04;NA
"4975";"Gasoline";"M15";"R57";"G_M15_R57";0,0106;0,0028;NA
"4976";"Gasoline";"M16";"R57";"G_M16_R57";0,00839;0,887;"*"
"4977";"Gasoline";"M17";"R57";"G_M17_R57";0,00875;0,4166;"*"
"4978";"Gasoline";"M18";"R57";"G_M18_R57";0,00866;0,7431;"*"
"4979";"Gasoline";"M21";"R57";"G_M21_R57";0,00856;0,7781;"*"
"4980";"Gasoline";"M22";"R57";"G_M22_R57";0,01108;6e-04;NA
"4981";"Gasoline";"M23";"R57";"G_M23_R57";0,01102;8e-04;NA
"4982";"Gasoline";"M24";"R57";"G_M24_R57";0,01092;7e-04;NA
"4983";"Gasoline";"M25";"R57";"G_M25_R57";0,0108;7e-04;NA
"4984";"Gasoline";"M26";"R57";"G_M26_R57";0,00855;0,7781;"*"
"4985";"Gasoline";"M27";"R57";"G_M27_R57";0,00841;0,887;"*"
"4986";"Gasoline";"M28";"R57";"G_M28_R57";0,00887;0,4058;"*"
"4987";"Gasoline";"VECM";"R58";"G_VECM_R58";0,00881;0,0559;NA
"4988";"Gasoline";"VECM2";"R58";"G_VECM2_R58";0,00846;0,0553;NA
"4989";"Gasoline";"M1";"R58";"G_M1_R58";0,00667;0,9198;"*"
"4990";"Gasoline";"M12";"R58";"G_M12_R58";0,01027;0;NA
"4991";"Gasoline";"M13";"R58";"G_M13_R58";0,00973;0;NA
"4992";"Gasoline";"M14";"R58";"G_M14_R58";0,00996;0;NA
"4993";"Gasoline";"M15";"R58";"G_M15_R58";0,00941;0;NA
"4994";"Gasoline";"M16";"R58";"G_M16_R58";0,00652;0,988;"*"
"4995";"Gasoline";"M17";"R58";"G_M17_R58";0,00652;1;"*"
"4996";"Gasoline";"M18";"R58";"G_M18_R58";0,00656;0,9686;"*"
"4997";"Gasoline";"M21";"R58";"G_M21_R58";0,00664;0,9457;"*"
"4998";"Gasoline";"M22";"R58";"G_M22_R58";0,01022;0;NA
"4999";"Gasoline";"M23";"R58";"G_M23_R58";0,00968;0;NA
"5000";"Gasoline";"M24";"R58";"G_M24_R58";0,01003;0;NA
"5001";"Gasoline";"M25";"R58";"G_M25_R58";0,00945;0;NA
"5002";"Gasoline";"M26";"R58";"G_M26_R58";0,00705;0,2797;"*"
"5003";"Gasoline";"M27";"R58";"G_M27_R58";0,00672;0,9175;"*"
"5004";"Gasoline";"M28";"R58";"G_M28_R58";0,00674;0,9175;"*"
"5005";"Gasoline";"VECM";"R59";"G_VECM_R59";0,01096;8e-04;NA
"5006";"Gasoline";"VECM2";"R59";"G_VECM2_R59";0,01023;0,0261;NA
"5007";"Gasoline";"M1";"R59";"G_M1_R59";0,00925;0,7513;"*"
"5008";"Gasoline";"M12";"R59";"G_M12_R59";0,01209;1e-04;NA
"5009";"Gasoline";"M13";"R59";"G_M13_R59";0,01181;5e-04;NA
"5010";"Gasoline";"M14";"R59";"G_M14_R59";0,01202;5e-04;NA
"5011";"Gasoline";"M15";"R59";"G_M15_R59";0,01143;0,0026;NA
"5012";"Gasoline";"M16";"R59";"G_M16_R59";0,0095;0,0599;NA
"5013";"Gasoline";"M17";"R59";"G_M17_R59";0,0092;0,7513;"*"
"5014";"Gasoline";"M18";"R59";"G_M18_R59";0,00908;1;"*"
"5015";"Gasoline";"M21";"R59";"G_M21_R59";0,0097;0,1224;"**"
"5016";"Gasoline";"M22";"R59";"G_M22_R59";0,01195;3e-04;NA
"5017";"Gasoline";"M23";"R59";"G_M23_R59";0,01177;7e-04;NA
"5018";"Gasoline";"M24";"R59";"G_M24_R59";0,01198;7e-04;NA
"5019";"Gasoline";"M25";"R59";"G_M25_R59";0,01145;0,0021;NA
"5020";"Gasoline";"M26";"R59";"G_M26_R59";0,0094;0,2794;"*"
"5021";"Gasoline";"M27";"R59";"G_M27_R59";0,00938;0,6396;"*"
"5022";"Gasoline";"M28";"R59";"G_M28_R59";0,00929;0,48;"*"
"5023";"Gasoline";"VECM";"R60";"G_VECM_R60";0,00823;0;NA
"5024";"Gasoline";"VECM2";"R60";"G_VECM2_R60";0,00719;0,1644;"**"
"5025";"Gasoline";"M1";"R60";"G_M1_R60";0,00633;0,9716;"*"
"5026";"Gasoline";"M12";"R60";"G_M12_R60";0,01057;0;NA
"5027";"Gasoline";"M13";"R60";"G_M13_R60";0,00984;0;NA
"5028";"Gasoline";"M14";"R60";"G_M14_R60";0,01064;0;NA
"5029";"Gasoline";"M15";"R60";"G_M15_R60";0,00981;0;NA
"5030";"Gasoline";"M16";"R60";"G_M16_R60";0,0065;0,6809;"*"
"5031";"Gasoline";"M17";"R60";"G_M17_R60";0,00633;0,9716;"*"
"5032";"Gasoline";"M18";"R60";"G_M18_R60";0,00627;1;"*"
"5033";"Gasoline";"M21";"R60";"G_M21_R60";0,00664;0,4253;"*"
"5034";"Gasoline";"M22";"R60";"G_M22_R60";0,01051;0;NA
"5035";"Gasoline";"M23";"R60";"G_M23_R60";0,00991;0;NA
"5036";"Gasoline";"M24";"R60";"G_M24_R60";0,01063;0;NA
"5037";"Gasoline";"M25";"R60";"G_M25_R60";0,00985;0;NA
"5038";"Gasoline";"M26";"R60";"G_M26_R60";0,00674;0,1622;"**"
"5039";"Gasoline";"M27";"R60";"G_M27_R60";0,00657;0,6517;"*"
"5040";"Gasoline";"M28";"R60";"G_M28_R60";0,00628;0,9716;"*"
"5041";"Gasoline";"VECM";"R61";"G_VECM_R61";0,00925;1e-04;NA
"5042";"Gasoline";"VECM2";"R61";"G_VECM2_R61";0,00855;0,5742;"*"
"5043";"Gasoline";"M1";"R61";"G_M1_R61";0,00818;0,5742;"*"
"5044";"Gasoline";"M12";"R61";"G_M12_R61";0,01106;0;NA
"5045";"Gasoline";"M13";"R61";"G_M13_R61";0,01055;0,007;NA
"5046";"Gasoline";"M14";"R61";"G_M14_R61";0,0109;0;NA
"5047";"Gasoline";"M15";"R61";"G_M15_R61";0,0103;0,007;NA
"5048";"Gasoline";"M16";"R61";"G_M16_R61";0,00812;0,5742;"*"
"5049";"Gasoline";"M17";"R61";"G_M17_R61";0,00816;0,5742;"*"
"5050";"Gasoline";"M18";"R61";"G_M18_R61";0,0079;1;"*"
"5051";"Gasoline";"M21";"R61";"G_M21_R61";0,00845;0,103;"**"
"5052";"Gasoline";"M22";"R61";"G_M22_R61";0,01102;0;NA
"5053";"Gasoline";"M23";"R61";"G_M23_R61";0,01047;0,0076;NA
"5054";"Gasoline";"M24";"R61";"G_M24_R61";0,0109;0;NA
"5055";"Gasoline";"M25";"R61";"G_M25_R61";0,01028;0,0064;NA
"5056";"Gasoline";"M26";"R61";"G_M26_R61";0,00826;0,5338;"*"
"5057";"Gasoline";"M27";"R61";"G_M27_R61";0,00825;0,4367;"*"
"5058";"Gasoline";"M28";"R61";"G_M28_R61";0,00824;0,4735;"*"
"5059";"Gasoline";"VECM";"R62";"G_VECM_R62";0,00653;0,0042;NA
"5060";"Gasoline";"VECM2";"R62";"G_VECM2_R62";0,00613;0,0308;NA
"5061";"Gasoline";"M1";"R62";"G_M1_R62";0,00552;0,2871;"*"
"5062";"Gasoline";"M12";"R62";"G_M12_R62";0,00803;0;NA
"5063";"Gasoline";"M13";"R62";"G_M13_R62";0,00799;0;NA
"5064";"Gasoline";"M14";"R62";"G_M14_R62";0,00776;1e-04;NA
"5065";"Gasoline";"M15";"R62";"G_M15_R62";0,0073;1e-04;NA
"5066";"Gasoline";"M16";"R62";"G_M16_R62";0,00528;0,8363;"*"
"5067";"Gasoline";"M17";"R62";"G_M17_R62";0,00557;0,5088;"*"
"5068";"Gasoline";"M18";"R62";"G_M18_R62";0,0052;1;"*"
"5069";"Gasoline";"M21";"R62";"G_M21_R62";0,00546;0,5088;"*"
"5070";"Gasoline";"M22";"R62";"G_M22_R62";0,00784;1e-04;NA
"5071";"Gasoline";"M23";"R62";"G_M23_R62";0,00773;1e-04;NA
"5072";"Gasoline";"M24";"R62";"G_M24_R62";0,00764;1e-04;NA
"5073";"Gasoline";"M25";"R62";"G_M25_R62";0,00723;1e-04;NA
"5074";"Gasoline";"M26";"R62";"G_M26_R62";0,00545;0,5294;"*"
"5075";"Gasoline";"M27";"R62";"G_M27_R62";0,00551;0,5088;"*"
"5076";"Gasoline";"M28";"R62";"G_M28_R62";0,00522;0,866;"*"
"5077";"Gasoline";"VECM";"R63";"G_VECM_R63";0,0087;0,2251;"*"
"5078";"Gasoline";"VECM2";"R63";"G_VECM2_R63";0,00847;0,8279;"*"
"5079";"Gasoline";"M1";"R63";"G_M1_R63";0,00847;0,6739;"*"
"5080";"Gasoline";"M12";"R63";"G_M12_R63";0,01197;0;NA
"5081";"Gasoline";"M13";"R63";"G_M13_R63";0,01257;0;NA
"5082";"Gasoline";"M14";"R63";"G_M14_R63";0,01179;0;NA
"5083";"Gasoline";"M15";"R63";"G_M15_R63";0,01188;1e-04;NA
"5084";"Gasoline";"M16";"R63";"G_M16_R63";0,00828;0,8279;"*"
"5085";"Gasoline";"M17";"R63";"G_M17_R63";0,00829;0,8279;"*"
"5086";"Gasoline";"M18";"R63";"G_M18_R63";0,00806;1;"*"
"5087";"Gasoline";"M21";"R63";"G_M21_R63";0,00862;0,5045;"*"
"5088";"Gasoline";"M22";"R63";"G_M22_R63";0,01181;0;NA
"5089";"Gasoline";"M23";"R63";"G_M23_R63";0,01206;1e-04;NA
"5090";"Gasoline";"M24";"R63";"G_M24_R63";0,01179;0;NA
"5091";"Gasoline";"M25";"R63";"G_M25_R63";0,01164;1e-04;NA
"5092";"Gasoline";"M26";"R63";"G_M26_R63";0,00812;0,8279;"*"
"5093";"Gasoline";"M27";"R63";"G_M27_R63";0,0083;0,8279;"*"
"5094";"Gasoline";"M28";"R63";"G_M28_R63";0,00822;0,8124;"*"
"5095";"Gasoline";"VECM";"R64";"G_VECM_R64";0,00786;0,2795;"*"
"5096";"Gasoline";"VECM2";"R64";"G_VECM2_R64";0,00756;0,5735;"*"
"5097";"Gasoline";"M1";"R64";"G_M1_R64";0,00812;0,0124;NA
"5098";"Gasoline";"M12";"R64";"G_M12_R64";0,01241;0;NA
"5099";"Gasoline";"M13";"R64";"G_M13_R64";0,01394;0;NA
"5100";"Gasoline";"M14";"R64";"G_M14_R64";0,01238;0;NA
"5101";"Gasoline";"M15";"R64";"G_M15_R64";0,01276;0;NA
"5102";"Gasoline";"M16";"R64";"G_M16_R64";0,0074;0,4988;"*"
"5103";"Gasoline";"M17";"R64";"G_M17_R64";0,00729;0,5763;"*"
"5104";"Gasoline";"M18";"R64";"G_M18_R64";0,00709;1;"*"
"5105";"Gasoline";"M21";"R64";"G_M21_R64";0,00833;0,0022;NA
"5106";"Gasoline";"M22";"R64";"G_M22_R64";0,01217;0;NA
"5107";"Gasoline";"M23";"R64";"G_M23_R64";0,01361;0;NA
"5108";"Gasoline";"M24";"R64";"G_M24_R64";0,01224;0;NA
"5109";"Gasoline";"M25";"R64";"G_M25_R64";0,01255;0;NA
"5110";"Gasoline";"M26";"R64";"G_M26_R64";0,00733;0,5763;"*"
"5111";"Gasoline";"M27";"R64";"G_M27_R64";0,00735;0,5763;"*"
"5112";"Gasoline";"M28";"R64";"G_M28_R64";0,00756;0,1498;"**"
"5113";"Gasoline";"VECM";"R65";"G_VECM_R65";0,0089;0,803;"*"
"5114";"Gasoline";"VECM2";"R65";"G_VECM2_R65";0,00881;0,868;"*"
"5115";"Gasoline";"M1";"R65";"G_M1_R65";0,00899;0,2895;"*"
"5116";"Gasoline";"M12";"R65";"G_M12_R65";0,01307;0;NA
"5117";"Gasoline";"M13";"R65";"G_M13_R65";0,01446;0;NA
"5118";"Gasoline";"M14";"R65";"G_M14_R65";0,01274;0;NA
"5119";"Gasoline";"M15";"R65";"G_M15_R65";0,01335;0;NA
"5120";"Gasoline";"M16";"R65";"G_M16_R65";0,00885;0,7335;"*"
"5121";"Gasoline";"M17";"R65";"G_M17_R65";0,00863;0,8928;"*"
"5122";"Gasoline";"M18";"R65";"G_M18_R65";0,00878;0,7335;"*"
"5123";"Gasoline";"M21";"R65";"G_M21_R65";0,00919;0,243;"*"
"5124";"Gasoline";"M22";"R65";"G_M22_R65";0,01276;0;NA
"5125";"Gasoline";"M23";"R65";"G_M23_R65";0,01394;0;NA
"5126";"Gasoline";"M24";"R65";"G_M24_R65";0,01242;0;NA
"5127";"Gasoline";"M25";"R65";"G_M25_R65";0,0127;0;NA
"5128";"Gasoline";"M26";"R65";"G_M26_R65";0,00905;0,3603;"*"
"5129";"Gasoline";"M27";"R65";"G_M27_R65";0,00887;0,7335;"*"
"5130";"Gasoline";"M28";"R65";"G_M28_R65";0,0086;1;"*"
"5131";"Gasoline";"VECM";"R66";"G_VECM_R66";0,0084;0,0616;NA
"5132";"Gasoline";"VECM2";"R66";"G_VECM2_R66";0,00788;0,9431;"*"
"5133";"Gasoline";"M1";"R66";"G_M1_R66";0,00859;0,0791;NA
"5134";"Gasoline";"M12";"R66";"G_M12_R66";0,01208;0;NA
"5135";"Gasoline";"M13";"R66";"G_M13_R66";0,01339;0;NA
"5136";"Gasoline";"M14";"R66";"G_M14_R66";0,01167;0;NA
"5137";"Gasoline";"M15";"R66";"G_M15_R66";0,01242;0;NA
"5138";"Gasoline";"M16";"R66";"G_M16_R66";0,00798;0,9087;"*"
"5139";"Gasoline";"M17";"R66";"G_M17_R66";0,00805;0,9087;"*"
"5140";"Gasoline";"M18";"R66";"G_M18_R66";0,00778;1;"*"
"5141";"Gasoline";"M21";"R66";"G_M21_R66";0,00889;0,0216;NA
"5142";"Gasoline";"M22";"R66";"G_M22_R66";0,01189;0;NA
"5143";"Gasoline";"M23";"R66";"G_M23_R66";0,01305;0;NA
"5144";"Gasoline";"M24";"R66";"G_M24_R66";0,0115;0;NA
"5145";"Gasoline";"M25";"R66";"G_M25_R66";0,01216;0;NA
"5146";"Gasoline";"M26";"R66";"G_M26_R66";0,00784;0,9431;"*"
"5147";"Gasoline";"M27";"R66";"G_M27_R66";0,00804;0,9087;"*"
"5148";"Gasoline";"M28";"R66";"G_M28_R66";0,00802;0,5462;"*"
"5149";"Gasoline";"VECM";"R67";"G_VECM_R67";0,00748;0;NA
"5150";"Gasoline";"VECM2";"R67";"G_VECM2_R67";0,0068;0,9967;"*"
"5151";"Gasoline";"M1";"R67";"G_M1_R67";0,00681;0,9967;"*"
"5152";"Gasoline";"M12";"R67";"G_M12_R67";0,0106;0;NA
"5153";"Gasoline";"M13";"R67";"G_M13_R67";0,0113;0;NA
"5154";"Gasoline";"M14";"R67";"G_M14_R67";0,01002;6e-04;NA
"5155";"Gasoline";"M15";"R67";"G_M15_R67";0,01026;0;NA
"5156";"Gasoline";"M16";"R67";"G_M16_R67";0,00711;0,3632;"*"
"5157";"Gasoline";"M17";"R67";"G_M17_R67";0,00687;0,96;"*"
"5158";"Gasoline";"M18";"R67";"G_M18_R67";0,00679;1;"*"
"5159";"Gasoline";"M21";"R67";"G_M21_R67";0,00728;0,3582;"*"
"5160";"Gasoline";"M22";"R67";"G_M22_R67";0,0105;0;NA
"5161";"Gasoline";"M23";"R67";"G_M23_R67";0,011;0;NA
"5162";"Gasoline";"M24";"R67";"G_M24_R67";0,00997;6e-04;NA
"5163";"Gasoline";"M25";"R67";"G_M25_R67";0,00999;0;NA
"5164";"Gasoline";"M26";"R67";"G_M26_R67";0,007;0,6185;"*"
"5165";"Gasoline";"M27";"R67";"G_M27_R67";0,00725;0,3582;"*"
"5166";"Gasoline";"M28";"R67";"G_M28_R67";0,00703;0,3632;"*"
"5167";"Gasoline";"VECM";"R68";"G_VECM_R68";0,00833;0,0998;NA
"5168";"Gasoline";"VECM2";"R68";"G_VECM2_R68";0,00778;0,9436;"*"
"5169";"Gasoline";"M1";"R68";"G_M1_R68";0,00803;0,1436;"**"
"5170";"Gasoline";"M12";"R68";"G_M12_R68";0,01209;0;NA
"5171";"Gasoline";"M13";"R68";"G_M13_R68";0,01255;0;NA
"5172";"Gasoline";"M14";"R68";"G_M14_R68";0,01159;0;NA
"5173";"Gasoline";"M15";"R68";"G_M15_R68";0,0117;0;NA
"5174";"Gasoline";"M16";"R68";"G_M16_R68";0,00776;0,6256;"*"
"5175";"Gasoline";"M17";"R68";"G_M17_R68";0,00765;0,9436;"*"
"5176";"Gasoline";"M18";"R68";"G_M18_R68";0,00754;0,997;"*"
"5177";"Gasoline";"M21";"R68";"G_M21_R68";0,00784;0,6256;"*"
"5178";"Gasoline";"M22";"R68";"G_M22_R68";0,01187;0;NA
"5179";"Gasoline";"M23";"R68";"G_M23_R68";0,01221;0;NA
"5180";"Gasoline";"M24";"R68";"G_M24_R68";0,01137;0;NA
"5181";"Gasoline";"M25";"R68";"G_M25_R68";0,0114;0;NA
"5182";"Gasoline";"M26";"R68";"G_M26_R68";0,00753;1;"*"
"5183";"Gasoline";"M27";"R68";"G_M27_R68";0,00755;0,997;"*"
"5184";"Gasoline";"M28";"R68";"G_M28_R68";0,0077;0,8016;"*"
"5185";"Gasoline";"VECM";"R69";"G_VECM_R69";0,0065;0,0211;NA
"5186";"Gasoline";"VECM2";"R69";"G_VECM2_R69";0,00615;0,964;"*"
"5187";"Gasoline";"M1";"R69";"G_M1_R69";0,00647;0,486;"*"
"5188";"Gasoline";"M12";"R69";"G_M12_R69";0,01025;0;NA
"5189";"Gasoline";"M13";"R69";"G_M13_R69";0,01117;0;NA
"5190";"Gasoline";"M14";"R69";"G_M14_R69";0,00967;0;NA
"5191";"Gasoline";"M15";"R69";"G_M15_R69";0,01;0;NA
"5192";"Gasoline";"M16";"R69";"G_M16_R69";0,00636;0,3503;"*"
"5193";"Gasoline";"M17";"R69";"G_M17_R69";0,00626;0,8083;"*"
"5194";"Gasoline";"M18";"R69";"G_M18_R69";0,00607;1;"*"
"5195";"Gasoline";"M21";"R69";"G_M21_R69";0,00638;0,7459;"*"
"5196";"Gasoline";"M22";"R69";"G_M22_R69";0,00991;0;NA
"5197";"Gasoline";"M23";"R69";"G_M23_R69";0,01077;0;NA
"5198";"Gasoline";"M24";"R69";"G_M24_R69";0,0095;0;NA
"5199";"Gasoline";"M25";"R69";"G_M25_R69";0,00966;0;NA
"5200";"Gasoline";"M26";"R69";"G_M26_R69";0,00608;0,964;"*"
"5201";"Gasoline";"M27";"R69";"G_M27_R69";0,00637;0,7459;"*"
"5202";"Gasoline";"M28";"R69";"G_M28_R69";0,00616;0,9356;"*"
"5203";"Gasoline";"VECM";"R70";"G_VECM_R70";0,00826;0,1443;"**"
"5204";"Gasoline";"VECM2";"R70";"G_VECM2_R70";0,00775;1;"*"
"5205";"Gasoline";"M1";"R70";"G_M1_R70";0,00858;0,0033;NA
"5206";"Gasoline";"M12";"R70";"G_M12_R70";0,01209;0;NA
"5207";"Gasoline";"M13";"R70";"G_M13_R70";0,01302;0;NA
"5208";"Gasoline";"M14";"R70";"G_M14_R70";0,01191;0;NA
"5209";"Gasoline";"M15";"R70";"G_M15_R70";0,01233;0;NA
"5210";"Gasoline";"M16";"R70";"G_M16_R70";0,00786;0,9279;"*"
"5211";"Gasoline";"M17";"R70";"G_M17_R70";0,00832;0,1018;"**"
"5212";"Gasoline";"M18";"R70";"G_M18_R70";0,00779;0,951;"*"
"5213";"Gasoline";"M21";"R70";"G_M21_R70";0,00846;0,0584;NA
"5214";"Gasoline";"M22";"R70";"G_M22_R70";0,01199;0;NA
"5215";"Gasoline";"M23";"R70";"G_M23_R70";0,01263;0;NA
"5216";"Gasoline";"M24";"R70";"G_M24_R70";0,01175;0;NA
"5217";"Gasoline";"M25";"R70";"G_M25_R70";0,01203;0;NA
