"";"Combustivel";"Model";"Region";"ModelCode";"mad";"MCS_pValue";"Critical"
"5218";"Gasoline";"M26";"R70";"G_M26_R70";0,0081;0,5593;"*"
"5219";"Gasoline";"M27";"R70";"G_M27_R70";0,00796;0,8023;"*"
"5220";"Gasoline";"M28";"R70";"G_M28_R70";0,00803;0,661;"*"
"5221";"Gasoline";"VECM";"R71";"G_VECM_R71";0,01016;0;NA
"5222";"Gasoline";"VECM2";"R71";"G_VECM2_R71";0,00945;0,2277;"*"
"5223";"Gasoline";"M1";"R71";"G_M1_R71";0,00929;0,107;"**"
"5224";"Gasoline";"M12";"R71";"G_M12_R71";0,01301;0;NA
"5225";"Gasoline";"M13";"R71";"G_M13_R71";0,01305;0;NA
"5226";"Gasoline";"M14";"R71";"G_M14_R71";0,01258;0;NA
"5227";"Gasoline";"M15";"R71";"G_M15_R71";0,01224;0;NA
"5228";"Gasoline";"M16";"R71";"G_M16_R71";0,00904;0,277;"*"
"5229";"Gasoline";"M17";"R71";"G_M17_R71";0,00902;0,346;"*"
"5230";"Gasoline";"M18";"R71";"G_M18_R71";0,00895;0,38;"*"
"5231";"Gasoline";"M21";"R71";"G_M21_R71";0,00919;0,2315;"*"
"5232";"Gasoline";"M22";"R71";"G_M22_R71";0,01267;0;NA
"5233";"Gasoline";"M23";"R71";"G_M23_R71";0,01271;0;NA
"5234";"Gasoline";"M24";"R71";"G_M24_R71";0,01238;0;NA
"5235";"Gasoline";"M25";"R71";"G_M25_R71";0,01203;0;NA
"5236";"Gasoline";"M26";"R71";"G_M26_R71";0,00871;0,5632;"*"
"5237";"Gasoline";"M27";"R71";"G_M27_R71";0,00902;0,346;"*"
"5238";"Gasoline";"M28";"R71";"G_M28_R71";0,00858;1;"*"
"5239";"Gasoline";"VECM";"R72";"G_VECM_R72";0,01051;0;NA
"5240";"Gasoline";"VECM2";"R72";"G_VECM2_R72";0,00938;0,2396;"*"
"5241";"Gasoline";"M1";"R72";"G_M1_R72";0,0088;0,2396;"*"
"5242";"Gasoline";"M12";"R72";"G_M12_R72";0,01237;0;NA
"5243";"Gasoline";"M13";"R72";"G_M13_R72";0,01322;0;NA
"5244";"Gasoline";"M14";"R72";"G_M14_R72";0,01176;0;NA
"5245";"Gasoline";"M15";"R72";"G_M15_R72";0,01219;0;NA
"5246";"Gasoline";"M16";"R72";"G_M16_R72";0,00868;0,2396;"*"
"5247";"Gasoline";"M17";"R72";"G_M17_R72";0,00853;0,6293;"*"
"5248";"Gasoline";"M18";"R72";"G_M18_R72";0,0083;1;"*"
"5249";"Gasoline";"M21";"R72";"G_M21_R72";0,00888;0,2396;"*"
"5250";"Gasoline";"M22";"R72";"G_M22_R72";0,01232;0;NA
"5251";"Gasoline";"M23";"R72";"G_M23_R72";0,01315;0;NA
"5252";"Gasoline";"M24";"R72";"G_M24_R72";0,01169;0;NA
"5253";"Gasoline";"M25";"R72";"G_M25_R72";0,01215;0;NA
"5254";"Gasoline";"M26";"R72";"G_M26_R72";0,0084;0,7502;"*"
"5255";"Gasoline";"M27";"R72";"G_M27_R72";0,0086;0,6167;"*"
"5256";"Gasoline";"M28";"R72";"G_M28_R72";0,00842;0,7502;"*"
"5257";"Gasoline";"VECM";"R73";"G_VECM_R73";0,00715;0,0625;NA
"5258";"Gasoline";"VECM2";"R73";"G_VECM2_R73";0,00683;0,8561;"*"
"5259";"Gasoline";"M1";"R73";"G_M1_R73";0,00683;0,6123;"*"
"5260";"Gasoline";"M12";"R73";"G_M12_R73";0,0111;0;NA
"5261";"Gasoline";"M13";"R73";"G_M13_R73";0,01115;0;NA
"5262";"Gasoline";"M14";"R73";"G_M14_R73";0,0108;0;NA
"5263";"Gasoline";"M15";"R73";"G_M15_R73";0,01035;0;NA
"5264";"Gasoline";"M16";"R73";"G_M16_R73";0,00676;0,545;"*"
"5265";"Gasoline";"M17";"R73";"G_M17_R73";0,00675;0,8441;"*"
"5266";"Gasoline";"M18";"R73";"G_M18_R73";0,00652;1;"*"
"5267";"Gasoline";"M21";"R73";"G_M21_R73";0,00706;0,1715;"**"
"5268";"Gasoline";"M22";"R73";"G_M22_R73";0,01081;0;NA
"5269";"Gasoline";"M23";"R73";"G_M23_R73";0,01088;0;NA
"5270";"Gasoline";"M24";"R73";"G_M24_R73";0,01051;0;NA
"5271";"Gasoline";"M25";"R73";"G_M25_R73";0,01006;0;NA
"5272";"Gasoline";"M26";"R73";"G_M26_R73";0,00653;0,931;"*"
"5273";"Gasoline";"M27";"R73";"G_M27_R73";0,00669;0,8561;"*"
"5274";"Gasoline";"M28";"R73";"G_M28_R73";0,00661;0,8561;"*"
"5275";"Gasoline";"VECM";"R74";"G_VECM_R74";0,00777;0,0161;NA
"5276";"Gasoline";"VECM2";"R74";"G_VECM2_R74";0,00717;0,4439;"*"
"5277";"Gasoline";"M1";"R74";"G_M1_R74";0,00727;0,011;NA
"5278";"Gasoline";"M12";"R74";"G_M12_R74";0,01087;0;NA
"5279";"Gasoline";"M13";"R74";"G_M13_R74";0,01152;0;NA
"5280";"Gasoline";"M14";"R74";"G_M14_R74";0,01065;0;NA
"5281";"Gasoline";"M15";"R74";"G_M15_R74";0,01065;0;NA
"5282";"Gasoline";"M16";"R74";"G_M16_R74";0,00689;0,492;"*"
"5283";"Gasoline";"M17";"R74";"G_M17_R74";0,00704;0,3733;"*"
"5284";"Gasoline";"M18";"R74";"G_M18_R74";0,0066;1;"*"
"5285";"Gasoline";"M21";"R74";"G_M21_R74";0,00703;0,4439;"*"
"5286";"Gasoline";"M22";"R74";"G_M22_R74";0,01057;0;NA
"5287";"Gasoline";"M23";"R74";"G_M23_R74";0,01114;0;NA
"5288";"Gasoline";"M24";"R74";"G_M24_R74";0,01055;0;NA
"5289";"Gasoline";"M25";"R74";"G_M25_R74";0,01053;0;NA
"5290";"Gasoline";"M26";"R74";"G_M26_R74";0,00671;0,7038;"*"
"5291";"Gasoline";"M27";"R74";"G_M27_R74";0,00697;0,4439;"*"
"5292";"Gasoline";"M28";"R74";"G_M28_R74";0,00672;0,7038;"*"
"5293";"Gasoline";"VECM";"R75";"G_VECM_R75";0,0073;0,0073;NA
"5294";"Gasoline";"VECM2";"R75";"G_VECM2_R75";0,00707;0,9952;"*"
"5295";"Gasoline";"M1";"R75";"G_M1_R75";0,00691;1;"*"
"5296";"Gasoline";"M12";"R75";"G_M12_R75";0,01108;0;NA
"5297";"Gasoline";"M13";"R75";"G_M13_R75";0,01141;0;NA
"5298";"Gasoline";"M14";"R75";"G_M14_R75";0,01071;0;NA
"5299";"Gasoline";"M15";"R75";"G_M15_R75";0,0105;0;NA
"5300";"Gasoline";"M16";"R75";"G_M16_R75";0,00711;0,9819;"*"
"5301";"Gasoline";"M17";"R75";"G_M17_R75";0,00696;0,9952;"*"
"5302";"Gasoline";"M18";"R75";"G_M18_R75";0,00701;0,9952;"*"
"5303";"Gasoline";"M21";"R75";"G_M21_R75";0,00706;0,9286;"*"
"5304";"Gasoline";"M22";"R75";"G_M22_R75";0,01097;0;NA
"5305";"Gasoline";"M23";"R75";"G_M23_R75";0,0112;0;NA
"5306";"Gasoline";"M24";"R75";"G_M24_R75";0,01062;0;NA
"5307";"Gasoline";"M25";"R75";"G_M25_R75";0,01037;0;NA
"5308";"Gasoline";"M26";"R75";"G_M26_R75";0,00701;0,9952;"*"
"5309";"Gasoline";"M27";"R75";"G_M27_R75";0,00701;0,9952;"*"
"5310";"Gasoline";"M28";"R75";"G_M28_R75";0,00733;0,2897;"*"
"5311";"Gasoline";"VECM";"R76";"G_VECM_R76";0,00964;0,3078;"*"
"5312";"Gasoline";"VECM2";"R76";"G_VECM2_R76";0,00944;0,3078;"*"
"5313";"Gasoline";"M1";"R76";"G_M1_R76";0,00955;0,0019;NA
"5314";"Gasoline";"M12";"R76";"G_M12_R76";0,01254;0;NA
"5315";"Gasoline";"M13";"R76";"G_M13_R76";0,01306;0;NA
"5316";"Gasoline";"M14";"R76";"G_M14_R76";0,01227;0;NA
"5317";"Gasoline";"M15";"R76";"G_M15_R76";0,01239;0;NA
"5318";"Gasoline";"M16";"R76";"G_M16_R76";0,00903;0,2144;"*"
"5319";"Gasoline";"M17";"R76";"G_M17_R76";0,0092;0,0399;NA
"5320";"Gasoline";"M18";"R76";"G_M18_R76";0,00863;1;"*"
"5321";"Gasoline";"M21";"R76";"G_M21_R76";0,00953;0,0062;NA
"5322";"Gasoline";"M22";"R76";"G_M22_R76";0,01253;0;NA
"5323";"Gasoline";"M23";"R76";"G_M23_R76";0,01301;0;NA
"5324";"Gasoline";"M24";"R76";"G_M24_R76";0,01213;0;NA
"5325";"Gasoline";"M25";"R76";"G_M25_R76";0,01225;0;NA
"5326";"Gasoline";"M26";"R76";"G_M26_R76";0,00904;0,2144;"*"
"5327";"Gasoline";"M27";"R76";"G_M27_R76";0,00911;0,1026;"**"
"5328";"Gasoline";"M28";"R76";"G_M28_R76";0,00863;0,9925;"*"
"5329";"Gasoline";"VECM";"R77";"G_VECM_R77";0,00987;0,054;NA
"5330";"Gasoline";"VECM2";"R77";"G_VECM2_R77";0,00928;0,0989;NA
"5331";"Gasoline";"M1";"R77";"G_M1_R77";0,00826;0,6582;"*"
"5332";"Gasoline";"M12";"R77";"G_M12_R77";0,01135;4e-04;NA
"5333";"Gasoline";"M13";"R77";"G_M13_R77";0,01227;0;NA
"5334";"Gasoline";"M14";"R77";"G_M14_R77";0,01087;5e-04;NA
"5335";"Gasoline";"M15";"R77";"G_M15_R77";0,0114;2e-04;NA
"5336";"Gasoline";"M16";"R77";"G_M16_R77";0,00787;1;"*"
"5337";"Gasoline";"M17";"R77";"G_M17_R77";0,00806;0,8682;"*"
"5338";"Gasoline";"M18";"R77";"G_M18_R77";0,008;0,8682;"*"
"5339";"Gasoline";"M21";"R77";"G_M21_R77";0,00849;0,4216;"*"
"5340";"Gasoline";"M22";"R77";"G_M22_R77";0,01124;5e-04;NA
"5341";"Gasoline";"M23";"R77";"G_M23_R77";0,01188;1e-04;NA
"5342";"Gasoline";"M24";"R77";"G_M24_R77";0,01066;0,0017;NA
"5343";"Gasoline";"M25";"R77";"G_M25_R77";0,01112;3e-04;NA
"5344";"Gasoline";"M26";"R77";"G_M26_R77";0,00828;0,3301;"*"
"5345";"Gasoline";"M27";"R77";"G_M27_R77";0,00803;0,8682;"*"
"5346";"Gasoline";"M28";"R77";"G_M28_R77";0,00813;0,6582;"*"
"5347";"Gasoline";"VECM";"R78";"G_VECM_R78";0,01361;0;NA
"5348";"Gasoline";"VECM2";"R78";"G_VECM2_R78";0,012;0;NA
"5349";"Gasoline";"M1";"R78";"G_M1_R78";0,00968;0,3343;"*"
"5350";"Gasoline";"M12";"R78";"G_M12_R78";0,01473;0;NA
"5351";"Gasoline";"M13";"R78";"G_M13_R78";0,01477;0;NA
"5352";"Gasoline";"M14";"R78";"G_M14_R78";0,01517;0;NA
"5353";"Gasoline";"M15";"R78";"G_M15_R78";0,01432;0;NA
"5354";"Gasoline";"M16";"R78";"G_M16_R78";0,01011;0,0691;NA
"5355";"Gasoline";"M17";"R78";"G_M17_R78";0,00941;1;"*"
"5356";"Gasoline";"M18";"R78";"G_M18_R78";0,01037;0,022;NA
"5357";"Gasoline";"M21";"R78";"G_M21_R78";0,01078;0,0043;NA
"5358";"Gasoline";"M22";"R78";"G_M22_R78";0,01468;0;NA
"5359";"Gasoline";"M23";"R78";"G_M23_R78";0,01473;0;NA
"5360";"Gasoline";"M24";"R78";"G_M24_R78";0,01519;0;NA
"5361";"Gasoline";"M25";"R78";"G_M25_R78";0,01439;0;NA
"5362";"Gasoline";"M26";"R78";"G_M26_R78";0,01052;0,0012;NA
"5363";"Gasoline";"M27";"R78";"G_M27_R78";0,0106;0,018;NA
"5364";"Gasoline";"M28";"R78";"G_M28_R78";0,00942;0,9548;"*"
"5365";"Gasoline";"VECM";"R79";"G_VECM_R79";0,01177;5e-04;NA
"5366";"Gasoline";"VECM2";"R79";"G_VECM2_R79";0,01077;0,0034;NA
"5367";"Gasoline";"M1";"R79";"G_M1_R79";0,00978;0,3402;"*"
"5368";"Gasoline";"M12";"R79";"G_M12_R79";0,01339;1e-04;NA
"5369";"Gasoline";"M13";"R79";"G_M13_R79";0,014;0;NA
"5370";"Gasoline";"M14";"R79";"G_M14_R79";0,01321;1e-04;NA
"5371";"Gasoline";"M15";"R79";"G_M15_R79";0,01294;6e-04;NA
"5372";"Gasoline";"M16";"R79";"G_M16_R79";0,00918;1;"*"
"5373";"Gasoline";"M17";"R79";"G_M17_R79";0,00958;0,3402;"*"
"5374";"Gasoline";"M18";"R79";"G_M18_R79";0,00934;0,4396;"*"
"5375";"Gasoline";"M21";"R79";"G_M21_R79";0,01048;0,0023;NA
"5376";"Gasoline";"M22";"R79";"G_M22_R79";0,01304;5e-04;NA
"5377";"Gasoline";"M23";"R79";"G_M23_R79";0,01369;0;NA
"5378";"Gasoline";"M24";"R79";"G_M24_R79";0,01304;2e-04;NA
"5379";"Gasoline";"M25";"R79";"G_M25_R79";0,01282;6e-04;NA
"5380";"Gasoline";"M26";"R79";"G_M26_R79";0,00977;0,0529;NA
"5381";"Gasoline";"M27";"R79";"G_M27_R79";0,01002;0,0529;NA
"5382";"Gasoline";"M28";"R79";"G_M28_R79";0,00953;0,3402;"*"
"5383";"Gasoline";"VECM";"R80";"G_VECM_R80";0,00673;1;"*"
"5384";"Gasoline";"VECM2";"R80";"G_VECM2_R80";0,00676;0,9909;"*"
"5385";"Gasoline";"M1";"R80";"G_M1_R80";0,00769;0,0086;NA
"5386";"Gasoline";"M12";"R80";"G_M12_R80";0,00948;0,0039;NA
"5387";"Gasoline";"M13";"R80";"G_M13_R80";0,01024;0;NA
"5388";"Gasoline";"M14";"R80";"G_M14_R80";0,00924;0,0078;NA
"5389";"Gasoline";"M15";"R80";"G_M15_R80";0,00991;0;NA
"5390";"Gasoline";"M16";"R80";"G_M16_R80";0,00686;0,9909;"*"
"5391";"Gasoline";"M17";"R80";"G_M17_R80";0,00711;0,7825;"*"
"5392";"Gasoline";"M18";"R80";"G_M18_R80";0,00687;0,9909;"*"
"5393";"Gasoline";"M21";"R80";"G_M21_R80";0,00808;9e-04;NA
"5394";"Gasoline";"M22";"R80";"G_M22_R80";0,00952;0,0028;NA
"5395";"Gasoline";"M23";"R80";"G_M23_R80";0,01031;0;NA
"5396";"Gasoline";"M24";"R80";"G_M24_R80";0,00913;0,0116;NA
"5397";"Gasoline";"M25";"R80";"G_M25_R80";0,00993;0;NA
"5398";"Gasoline";"M26";"R80";"G_M26_R80";0,00691;0,9909;"*"
"5399";"Gasoline";"M27";"R80";"G_M27_R80";0,00701;0,953;"*"
"5400";"Gasoline";"M28";"R80";"G_M28_R80";0,00709;0,8291;"*"
"5401";"Gasoline";"VECM";"R81";"G_VECM_R81";0,01075;0,4221;"*"
"5402";"Gasoline";"VECM2";"R81";"G_VECM2_R81";0,0103;0,6818;"*"
"5403";"Gasoline";"M1";"R81";"G_M1_R81";0,01404;0;NA
"5404";"Gasoline";"M12";"R81";"G_M12_R81";0,01321;1e-04;NA
"5405";"Gasoline";"M13";"R81";"G_M13_R81";0,0179;0;NA
"5406";"Gasoline";"M14";"R81";"G_M14_R81";0,01284;0,0012;NA
"5407";"Gasoline";"M15";"R81";"G_M15_R81";0,01726;0;NA
"5408";"Gasoline";"M16";"R81";"G_M16_R81";0,00959;1;"*"
"5409";"Gasoline";"M17";"R81";"G_M17_R81";0,00989;0,7492;"*"
"5410";"Gasoline";"M18";"R81";"G_M18_R81";0,00971;0,7492;"*"
"5411";"Gasoline";"M21";"R81";"G_M21_R81";0,01366;0;NA
"5412";"Gasoline";"M22";"R81";"G_M22_R81";0,01296;0,0012;NA
"5413";"Gasoline";"M23";"R81";"G_M23_R81";0,01746;0;NA
"5414";"Gasoline";"M24";"R81";"G_M24_R81";0,01271;0,0013;NA
"5415";"Gasoline";"M25";"R81";"G_M25_R81";0,01678;0;NA
"5416";"Gasoline";"M26";"R81";"G_M26_R81";0,01003;0,341;"*"
"5417";"Gasoline";"M27";"R81";"G_M27_R81";0,00983;0,7492;"*"
"5418";"Gasoline";"M28";"R81";"G_M28_R81";0,0099;0,7492;"*"
"5419";"Gasoline";"VECM";"R82";"G_VECM_R82";0,00938;0,0578;NA
"5420";"Gasoline";"VECM2";"R82";"G_VECM2_R82";0,00876;0,2147;"*"
"5421";"Gasoline";"M1";"R82";"G_M1_R82";0,0091;0,0083;NA
"5422";"Gasoline";"M12";"R82";"G_M12_R82";0,01177;2e-04;NA
"5423";"Gasoline";"M13";"R82";"G_M13_R82";0,01275;0;NA
"5424";"Gasoline";"M14";"R82";"G_M14_R82";0,01119;8e-04;NA
"5425";"Gasoline";"M15";"R82";"G_M15_R82";0,0117;1e-04;NA
"5426";"Gasoline";"M16";"R82";"G_M16_R82";0,00822;0,3803;"*"
"5427";"Gasoline";"M17";"R82";"G_M17_R82";0,00883;0,0253;NA
"5428";"Gasoline";"M18";"R82";"G_M18_R82";0,00807;1;"*"
"5429";"Gasoline";"M21";"R82";"G_M21_R82";0,00912;0,0218;NA
"5430";"Gasoline";"M22";"R82";"G_M22_R82";0,01145;8e-04;NA
"5431";"Gasoline";"M23";"R82";"G_M23_R82";0,01233;0;NA
"5432";"Gasoline";"M24";"R82";"G_M24_R82";0,0111;6e-04;NA
"5433";"Gasoline";"M25";"R82";"G_M25_R82";0,0114;1e-04;NA
"5434";"Gasoline";"M26";"R82";"G_M26_R82";0,00836;0,2912;"*"
"5435";"Gasoline";"M27";"R82";"G_M27_R82";0,00866;0,2147;"*"
"5436";"Gasoline";"M28";"R82";"G_M28_R82";0,0083;0,2176;"*"
"5437";"Gasoline";"VECM";"R83";"G_VECM_R83";0,00635;0,7814;"*"
"5438";"Gasoline";"VECM2";"R83";"G_VECM2_R83";0,00628;1;"*"
"5439";"Gasoline";"M1";"R83";"G_M1_R83";0,00777;1e-04;NA
"5440";"Gasoline";"M12";"R83";"G_M12_R83";0,0098;0;NA
"5441";"Gasoline";"M13";"R83";"G_M13_R83";0,01043;0;NA
"5442";"Gasoline";"M14";"R83";"G_M14_R83";0,00935;1e-04;NA
"5443";"Gasoline";"M15";"R83";"G_M15_R83";0,00978;0;NA
"5444";"Gasoline";"M16";"R83";"G_M16_R83";0,00657;0,6092;"*"
"5445";"Gasoline";"M17";"R83";"G_M17_R83";0,00701;0,1227;"**"
"5446";"Gasoline";"M18";"R83";"G_M18_R83";0,00699;0,1601;"**"
"5447";"Gasoline";"M21";"R83";"G_M21_R83";0,00829;0;NA
"5448";"Gasoline";"M22";"R83";"G_M22_R83";0,0096;1e-04;NA
"5449";"Gasoline";"M23";"R83";"G_M23_R83";0,01021;0;NA
"5450";"Gasoline";"M24";"R83";"G_M24_R83";0,00932;1e-04;NA
"5451";"Gasoline";"M25";"R83";"G_M25_R83";0,00971;0;NA
"5452";"Gasoline";"M26";"R83";"G_M26_R83";0,00697;0,1601;"**"
"5453";"Gasoline";"M27";"R83";"G_M27_R83";0,0071;0,0519;NA
"5454";"Gasoline";"M28";"R83";"G_M28_R83";0,00669;0,5491;"*"
"5455";"Gasoline";"VECM";"R84";"G_VECM_R84";0,00925;0,409;"*"
"5456";"Gasoline";"VECM2";"R84";"G_VECM2_R84";0,00885;0,6413;"*"
"5457";"Gasoline";"M1";"R84";"G_M1_R84";0,00949;0,0271;NA
"5458";"Gasoline";"M12";"R84";"G_M12_R84";0,01329;0;NA
"5459";"Gasoline";"M13";"R84";"G_M13_R84";0,01468;0;NA
"5460";"Gasoline";"M14";"R84";"G_M14_R84";0,01299;0;NA
"5461";"Gasoline";"M15";"R84";"G_M15_R84";0,01362;0;NA
"5462";"Gasoline";"M16";"R84";"G_M16_R84";0,00876;0,6413;"*"
"5463";"Gasoline";"M17";"R84";"G_M17_R84";0,00901;0,3002;"*"
"5464";"Gasoline";"M18";"R84";"G_M18_R84";0,00849;1;"*"
"5465";"Gasoline";"M21";"R84";"G_M21_R84";0,00969;0,0034;NA
"5466";"Gasoline";"M22";"R84";"G_M22_R84";0,013;0;NA
"5467";"Gasoline";"M23";"R84";"G_M23_R84";0,01444;0;NA
"5468";"Gasoline";"M24";"R84";"G_M24_R84";0,01294;0;NA
"5469";"Gasoline";"M25";"R84";"G_M25_R84";0,01356;0;NA
"5470";"Gasoline";"M26";"R84";"G_M26_R84";0,0094;0,0254;NA
"5471";"Gasoline";"M27";"R84";"G_M27_R84";0,00918;0,1316;"**"
"5472";"Gasoline";"M28";"R84";"G_M28_R84";0,00877;0,6413;"*"
"5473";"Gasoline";"VECM";"R85";"G_VECM_R85";0,01021;0,0636;NA
"5474";"Gasoline";"VECM2";"R85";"G_VECM2_R85";0,00963;0,0436;NA
"5475";"Gasoline";"M1";"R85";"G_M1_R85";0,00884;0,0085;NA
"5476";"Gasoline";"M12";"R85";"G_M12_R85";0,01216;0;NA
"5477";"Gasoline";"M13";"R85";"G_M13_R85";0,01263;0;NA
"5478";"Gasoline";"M14";"R85";"G_M14_R85";0,01227;0;NA
"5479";"Gasoline";"M15";"R85";"G_M15_R85";0,01203;0;NA
"5480";"Gasoline";"M16";"R85";"G_M16_R85";0,00786;1;"*"
"5481";"Gasoline";"M17";"R85";"G_M17_R85";0,00829;0,3345;"*"
"5482";"Gasoline";"M18";"R85";"G_M18_R85";0,00802;0,4381;"*"
"5483";"Gasoline";"M21";"R85";"G_M21_R85";0,00868;0,0367;NA
"5484";"Gasoline";"M22";"R85";"G_M22_R85";0,01207;0;NA
"5485";"Gasoline";"M23";"R85";"G_M23_R85";0,01248;0;NA
"5486";"Gasoline";"M24";"R85";"G_M24_R85";0,01213;0;NA
"5487";"Gasoline";"M25";"R85";"G_M25_R85";0,01178;0;NA
"5488";"Gasoline";"M26";"R85";"G_M26_R85";0,00835;0,0877;NA
"5489";"Gasoline";"M27";"R85";"G_M27_R85";0,0083;0,3345;"*"
"5490";"Gasoline";"M28";"R85";"G_M28_R85";0,00819;0,3345;"*"
"5491";"Gasoline";"VECM";"R86";"G_VECM_R86";0,00725;0,9405;"*"
"5492";"Gasoline";"VECM2";"R86";"G_VECM2_R86";0,00757;0,5362;"*"
"5493";"Gasoline";"M1";"R86";"G_M1_R86";0,00722;0,3888;"*"
"5494";"Gasoline";"M12";"R86";"G_M12_R86";0,01052;1e-04;NA
"5495";"Gasoline";"M13";"R86";"G_M13_R86";0,01042;1e-04;NA
"5496";"Gasoline";"M14";"R86";"G_M14_R86";0,01001;3e-04;NA
"5497";"Gasoline";"M15";"R86";"G_M15_R86";0,00997;2e-04;NA
"5498";"Gasoline";"M16";"R86";"G_M16_R86";0,00712;0,5362;"*"
"5499";"Gasoline";"M17";"R86";"G_M17_R86";0,00698;0,9405;"*"
"5500";"Gasoline";"M18";"R86";"G_M18_R86";0,00697;0,9405;"*"
"5501";"Gasoline";"M21";"R86";"G_M21_R86";0,00722;0,5362;"*"
"5502";"Gasoline";"M22";"R86";"G_M22_R86";0,01036;1e-04;NA
"5503";"Gasoline";"M23";"R86";"G_M23_R86";0,0103;1e-04;NA
"5504";"Gasoline";"M24";"R86";"G_M24_R86";0,0099;6e-04;NA
"5505";"Gasoline";"M25";"R86";"G_M25_R86";0,00987;3e-04;NA
"5506";"Gasoline";"M26";"R86";"G_M26_R86";0,00729;0,28;"*"
"5507";"Gasoline";"M27";"R86";"G_M27_R86";0,00733;0,1512;"**"
"5508";"Gasoline";"M28";"R86";"G_M28_R86";0,00691;1;"*"
"5509";"Gasoline";"VECM";"R87";"G_VECM_R87";0,00858;0,0278;NA
"5510";"Gasoline";"VECM2";"R87";"G_VECM2_R87";0,00824;0,7787;"*"
"5511";"Gasoline";"M1";"R87";"G_M1_R87";0,0092;1e-04;NA
"5512";"Gasoline";"M12";"R87";"G_M12_R87";0,01286;0;NA
"5513";"Gasoline";"M13";"R87";"G_M13_R87";0,01358;0;NA
"5514";"Gasoline";"M14";"R87";"G_M14_R87";0,01265;0;NA
"5515";"Gasoline";"M15";"R87";"G_M15_R87";0,0127;0;NA
"5516";"Gasoline";"M16";"R87";"G_M16_R87";0,00753;1;"*"
"5517";"Gasoline";"M17";"R87";"G_M17_R87";0,00801;0,3506;"*"
"5518";"Gasoline";"M18";"R87";"G_M18_R87";0,00759;0,8232;"*"
"5519";"Gasoline";"M21";"R87";"G_M21_R87";0,00839;0,0216;NA
"5520";"Gasoline";"M22";"R87";"G_M22_R87";0,0127;0;NA
"5521";"Gasoline";"M23";"R87";"G_M23_R87";0,01341;0;NA
"5522";"Gasoline";"M24";"R87";"G_M24_R87";0,01266;0;NA
"5523";"Gasoline";"M25";"R87";"G_M25_R87";0,01256;0;NA
"5524";"Gasoline";"M26";"R87";"G_M26_R87";0,00782;0,3968;"*"
"5525";"Gasoline";"M27";"R87";"G_M27_R87";0,00768;0,8232;"*"
"5526";"Gasoline";"M28";"R87";"G_M28_R87";0,00768;0,8232;"*"
"5527";"Gasoline";"VECM";"R88";"G_VECM_R88";0,00908;0,3278;"*"
"5528";"Gasoline";"VECM2";"R88";"G_VECM2_R88";0,00913;0,2313;"*"
"5529";"Gasoline";"M1";"R88";"G_M1_R88";0,00899;0,015;NA
"5530";"Gasoline";"M12";"R88";"G_M12_R88";0,01188;1e-04;NA
"5531";"Gasoline";"M13";"R88";"G_M13_R88";0,01265;0;NA
"5532";"Gasoline";"M14";"R88";"G_M14_R88";0,0117;0;NA
"5533";"Gasoline";"M15";"R88";"G_M15_R88";0,01211;0;NA
"5534";"Gasoline";"M16";"R88";"G_M16_R88";0,00888;0,039;NA
"5535";"Gasoline";"M17";"R88";"G_M17_R88";0,00897;0,0076;NA
"5536";"Gasoline";"M18";"R88";"G_M18_R88";0,00826;1;"*"
"5537";"Gasoline";"M21";"R88";"G_M21_R88";0,00911;4e-04;NA
"5538";"Gasoline";"M22";"R88";"G_M22_R88";0,0118;1e-04;NA
"5539";"Gasoline";"M23";"R88";"G_M23_R88";0,01259;0;NA
"5540";"Gasoline";"M24";"R88";"G_M24_R88";0,01169;0;NA
"5541";"Gasoline";"M25";"R88";"G_M25_R88";0,01213;0;NA
"5542";"Gasoline";"M26";"R88";"G_M26_R88";0,00849;0,3278;"*"
"5543";"Gasoline";"M27";"R88";"G_M27_R88";0,00897;0,015;NA
"5544";"Gasoline";"M28";"R88";"G_M28_R88";0,00867;0,2313;"*"
"5545";"Gasoline";"VECM";"R89";"G_VECM_R89";0,00907;0,0135;NA
"5546";"Gasoline";"VECM2";"R89";"G_VECM2_R89";0,00883;0,0632;NA
"5547";"Gasoline";"M1";"R89";"G_M1_R89";0,00812;0,4697;"*"
"5548";"Gasoline";"M12";"R89";"G_M12_R89";0,01317;0;NA
"5549";"Gasoline";"M13";"R89";"G_M13_R89";0,01323;0;NA
"5550";"Gasoline";"M14";"R89";"G_M14_R89";0,013;0;NA
"5551";"Gasoline";"M15";"R89";"G_M15_R89";0,01261;0;NA
"5552";"Gasoline";"M16";"R89";"G_M16_R89";0,00777;1;"*"
"5553";"Gasoline";"M17";"R89";"G_M17_R89";0,00816;0,3716;"*"
"5554";"Gasoline";"M18";"R89";"G_M18_R89";0,0078;0,8405;"*"
"5555";"Gasoline";"M21";"R89";"G_M21_R89";0,00834;0,1943;"**"
"5556";"Gasoline";"M22";"R89";"G_M22_R89";0,01291;0;NA
"5557";"Gasoline";"M23";"R89";"G_M23_R89";0,01298;0;NA
"5558";"Gasoline";"M24";"R89";"G_M24_R89";0,01281;0;NA
"5559";"Gasoline";"M25";"R89";"G_M25_R89";0,01242;0;NA
"5560";"Gasoline";"M26";"R89";"G_M26_R89";0,00791;0,6062;"*"
"5561";"Gasoline";"M27";"R89";"G_M27_R89";0,00827;0,1943;"**"
